specialty cheese,chewing gum,,,,,,,,,,,,
soda,canned beer,,,,,,,,,,,,
soda,,,,,,,,,,,,,
meat,whole milk,yogurt,,,,,,,,,,,
frankfurter,tropical fruit,other vegetables,dessert,UHT-milk,cream cheese ,brown bread,pastry,hygiene articles,,,,,
whipped/sour cream,frozen vegetables,,,,,,,,,,,,
tropical fruit,root vegetables,other vegetables,whole milk,ice cream,pasta,canned vegetables,soda,salty snack,,,,,
sausage,newspapers,,,,,,,,,,,,
tropical fruit,whipped/sour cream,hygiene articles,,,,,,,,,,,
pork,processed cheese,canned beer,,,,,,,,,,,
bottled beer,flower (seeds),,,,,,,,,,,,
whole milk,cat food,pet care,coffee,soda,misc. beverages,chocolate,,,,,,,
frozen vegetables,,,,,,,,,,,,,
whole milk,processed cheese,soda,cake bar,chocolate,specialty bar,shopping bags,,,,,,,
sausage,tropical fruit,root vegetables,other vegetables,hard cheese,fruit/vegetable juice,long life bakery product,waffles,,,,,,
pork,other vegetables,whole milk,frozen vegetables,brown bread,roll products ,canned vegetables,sparkling wine,chocolate,dental care,,,,
beef,whole milk,curd,white bread,napkins,,,,,,,,,
sausage,chicken,hamburger meat,other vegetables,whole milk,butter milk,whipped/sour cream,white bread,,,,,,
tropical fruit,pip fruit,UHT-milk,cream cheese ,pasta,sauces,baking powder,cat food,pet care,bottled water,bottled beer,salty snack,shopping bags,
whole milk,yogurt,domestic eggs,rolls/buns,fruit/vegetable juice,long life bakery product,specialty chocolate,specialty bar,,,,,,
bottled water,waffles,chocolate,,,,,,,,,,,
beef,specialty chocolate,,,,,,,,,,,,
brown bread,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,
sausage,tropical fruit,yogurt,frozen meals,cat food,bottled water,soda,bottled beer,waffles,,,,,
pip fruit,other vegetables,whole milk,butter,whipped/sour cream,sliced cheese,pastry,hygiene articles,napkins,,,,,
frankfurter,rolls/buns,,,,,,,,,,,,
UHT-milk,mustard,,,,,,,,,,,,
whole milk,brown bread,,,,,,,,,,,,
butter milk,brown bread,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,
herbs,whole milk,curd,cat food,soda,,,,,,,,,
tropical fruit,root vegetables,other vegetables,whole milk,yogurt,rice,oil,bathroom cleaner,,,,,,
chicken,rolls/buns,bottled water,,,,,,,,,,,
curd,cream cheese ,frozen fruits,margarine,cocoa drinks,soda,,,,,,,,
pork,beef,other vegetables,whole milk,yogurt,margarine,fruit/vegetable juice,,,,,,,
hamburger meat,,,,,,,,,,,,,
hamburger meat,onions,ice cream,misc. beverages,shopping bags,,,,,,,,,
root vegetables,onions,dessert,mayonnaise,brown bread,salt,canned fish,bottled water,fruit/vegetable juice,bottled beer,popcorn,,,
butter,spread cheese,ice cream,rolls/buns,soda,long life bakery product,chocolate,chocolate marshmallow,,,,,,
UHT-milk,sugar,coffee,canned beer,,,,,,,,,,
whole milk,cat food,,,,,,,,,,,,
sausage,meat,chicken,beef,citrus fruit,root vegetables,herbs,whole milk,butter,domestic eggs,roll products ,coffee,long life bakery product,waffles
canned beer,specialty bar,,,,,,,,,,,,
whole milk,rolls/buns,canned beer,chewing gum,,,,,,,,,,
oil,,,,,,,,,,,,,
sausage,meat,berries,onions,other vegetables,soft cheese,hard cheese,cream cheese ,mayonnaise,frozen meals,domestic eggs,rolls/buns,mustard,canned fish
frankfurter,mayonnaise,margarine,mustard,ketchup,seasonal products,,,,,,,,
sliced cheese,rolls/buns,,,,,,,,,,,,
sausage,meat,whole milk,curd,dessert,yogurt,brown bread,dental care,male cosmetics,,,,,
chicken,pip fruit,whole milk,dessert,margarine,soda,canned beer,liquor,newspapers,,,,,
butter milk,yogurt,,,,,,,,,,,,
pip fruit,yogurt,cream cheese ,meat spreads,coffee,specialty chocolate,seasonal products,cookware,shopping bags,,,,,
sausage,berries,sliced cheese,cream cheese ,,,,,,,,,,
butter,yogurt,,,,,,,,,,,,
pork,other vegetables,,,,,,,,,,,,
cat food,,,,,,,,,,,,,
hamburger meat,berries,other vegetables,UHT-milk,hard cheese,processed cheese,canned vegetables,soda,waffles,specialty bar,newspapers,,,
tropical fruit,whole milk,newspapers,,,,,,,,,,,
whole milk,yogurt,beverages,rolls/buns,bottled water,fruit/vegetable juice,,,,,,,,
softener,newspapers,,,,,,,,,,,,
rolls/buns,pastry,semi-finished bread,,,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,,,,
dessert,soft cheese,brown bread,pastry,soda,long life bakery product,hygiene articles,shopping bags,,,,,,
newspapers,,,,,,,,,,,,,
hamburger meat,herbs,UHT-milk,domestic eggs,oil,chocolate,,,,,,,,
chicken,,,,,,,,,,,,,
other vegetables,whole milk,specialty cheese,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,
chocolate,specialty bar,candy,napkins,flower (seeds),,,,,,,,,
margarine,misc. beverages,,,,,,,,,,,,
cling film/bags,,,,,,,,,,,,,
chicken,butter,frozen vegetables,soda,misc. beverages,chocolate,specialty chocolate,,,,,,,
salt,salty snack,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,
root vegetables,,,,,,,,,,,,,
pip fruit,misc. beverages,chewing gum,specialty chocolate,shopping bags,,,,,,,,,
sausage,spread cheese,domestic eggs,soda,shopping bags,,,,,,,,,
other vegetables,whole milk,salty snack,,,,,,,,,,,
tropical fruit,pip fruit,root vegetables,onions,other vegetables,whole milk,whipped/sour cream,misc. beverages,fruit/vegetable juice,red/blush wine,salty snack,detergent,shopping bags,
newspapers,,,,,,,,,,,,,
frankfurter,processed cheese,soda,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,
ham,whole milk,hard cheese,margarine,coffee,fruit/vegetable juice,,,,,,,,
sausage,pork,beef,tropical fruit,other vegetables,whole milk,butter milk,whipped/sour cream,roll products ,bottled water,detergent,hygiene articles,napkins,house keeping products
frankfurter,beef,whole milk,,,,,,,,,,,
fish,UHT-milk,cream cheese ,ice cream,,,,,,,,,,
chewing gum,specialty bar,,,,,,,,,,,,
citrus fruit,rolls/buns,soda,chewing gum,shopping bags,,,,,,,,,
canned beer,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
UHT-milk,soda,detergent,,,,,,,,,,,
citrus fruit,pip fruit,other vegetables,whole milk,curd,frozen fish,domestic eggs,jam,dishes,,,,,
whole milk,bottled beer,liquor (appetizer),hygiene articles,,,,,,,,,,
citrus fruit,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
dessert,,,,,,,,,,,,,
ham,whole milk,dessert,rolls/buns,misc. beverages,waffles,skin care,,,,,,,
meat,rolls/buns,misc. beverages,,,,,,,,,,,
pip fruit,rolls/buns,snack products,,,,,,,,,,,
UHT-milk,domestic eggs,rolls/buns,fruit/vegetable juice,newspapers,,,,,,,,,
canned beer,,,,,,,,,,,,,
other vegetables,whole milk,butter milk,margarine,,,,,,,,,,
whole milk,butter milk,cream cheese ,coffee,,,,,,,,,,
sausage,pip fruit,root vegetables,whole milk,spread cheese,rolls/buns,margarine,bottled water,,,,,,
canned beer,,,,,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,,,,
root vegetables,UHT-milk,domestic eggs,pasta,margarine,soups,cat food,coffee,bottled water,soda,misc. beverages,sparkling wine,specialty chocolate,specialty bar
bottled beer,,,,,,,,,,,,,
canned beer,shopping bags,,,,,,,,,,,,
pork,tropical fruit,pip fruit,other vegetables,whipped/sour cream,chocolate,chocolate marshmallow,shopping bags,,,,,,
canned beer,,,,,,,,,,,,,
pip fruit,soda,,,,,,,,,,,,
meat,pork,soft cheese,oil,margarine,seasonal products,,,,,,,,
pork,pip fruit,frozen vegetables,brown bread,,,,,,,,,,
other vegetables,whole milk,mayonnaise,frozen potato products,pastry,margarine,baking powder,,,,,,,
whole milk,domestic eggs,,,,,,,,,,,,
sausage,bottled water,,,,,,,,,,,,
misc. beverages,,,,,,,,,,,,,
bottled water,newspapers,,,,,,,,,,,,
beef,pip fruit,whole milk,butter,curd,yogurt,condensed milk,white bread,detergent,,,,,
tropical fruit,bottled water,white wine,newspapers,,,,,,,,,,
rolls/buns,brown bread,soda,misc. beverages,bottled beer,,,,,,,,,
canned beer,,,,,,,,,,,,,
sausage,other vegetables,yogurt,rolls/buns,soda,canned beer,,,,,,,,
sliced cheese,domestic eggs,rolls/buns,bottled water,soda,pot plants,,,,,,,,
pork,other vegetables,whole milk,cream cheese ,frozen fish,rolls/buns,pastry,,,,,,,
soda,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,
soda,bottled beer,,,,,,,,,,,,
chocolate,,,,,,,,,,,,,
ham,turkey,frozen vegetables,pastry,,,,,,,,,,
other vegetables,whole milk,margarine,jam,salty snack,shopping bags,,,,,,,,
canned beer,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,curd,yogurt,tea,bottled water,salty snack,kitchen towels,newspapers,,
tropical fruit,whole milk,beverages,soda,salty snack,specialty bar,newspapers,,,,,,,
canned beer,waffles,,,,,,,,,,,,
canned beer,specialty bar,,,,,,,,,,,,
bottled water,soda,,,,,,,,,,,,
frankfurter,hamburger meat,grapes,other vegetables,whole milk,butter milk,whipped/sour cream,mayonnaise,white bread,roll products ,sauces,salty snack,waffles,chocolate
tropical fruit,root vegetables,onions,other vegetables,curd,whipped/sour cream,spread cheese,white bread,bottled water,soda,,,,
liver loaf,other vegetables,butter,yogurt,whipped/sour cream,cream cheese ,margarine,baking powder,long life bakery product,bathroom cleaner,,,,
shopping bags,,,,,,,,,,,,,
tropical fruit,other vegetables,cream cheese ,baking powder,long life bakery product,,,,,,,,,
frankfurter,sausage,organic sausage,white bread,brown bread,waffles,chocolate,,,,,,,
citrus fruit,curd,yogurt,newspapers,,,,,,,,,,
whole milk,curd,oil,margarine,,,,,,,,,,
tropical fruit,berries,root vegetables,butter,UHT-milk,bottled water,soda,,,,,,,
beef,root vegetables,soda,fruit/vegetable juice,detergent,newspapers,,,,,,,,
fruit/vegetable juice,pot plants,,,,,,,,,,,,
frankfurter,sausage,tropical fruit,root vegetables,whole milk,pastry,,,,,,,,
beef,citrus fruit,root vegetables,whole milk,bottled water,newspapers,,,,,,,,
beef,whole milk,pastry,flour,pickled vegetables,,,,,,,,,
canned beer,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,,,,
sausage,whole milk,spread cheese,mayonnaise,rolls/buns,pastry,pickled vegetables,bottled water,shopping bags,,,,,
rolls/buns,,,,,,,,,,,,,
yogurt,frozen dessert,rolls/buns,pastry,soda,fruit/vegetable juice,napkins,,,,,,,
pork,whole milk,pastry,sugar,newspapers,,,,,,,,,
tropical fruit,root vegetables,whole milk,yogurt,whipped/sour cream,rolls/buns,margarine,sugar,Instant food products,bottled water,,,,
rolls/buns,margarine,bottled water,rum,red/blush wine,long life bakery product,waffles,chocolate,,,,,,
hamburger meat,whole milk,misc. beverages,red/blush wine,,,,,,,,,,
pip fruit,pastry,,,,,,,,,,,,
whole milk,bottled water,bottled beer,newspapers,,,,,,,,,,
pastry,,,,,,,,,,,,,
whole milk,sugar,cat food,,,,,,,,,,,
sausage,root vegetables,whole milk,whipped/sour cream,rolls/buns,mustard,,,,,,,,
canned beer,,,,,,,,,,,,,
beef,rolls/buns,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
frankfurter,beef,other vegetables,cream cheese ,domestic eggs,baking powder,salty snack,shopping bags,,,,,,
pastry,coffee,chewing gum,,,,,,,,,,,
sausage,pork,hard cheese,rolls/buns,pickled vegetables,dish cleaner,,,,,,,,
tropical fruit,bottled water,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,
sausage,pork,white wine,,,,,,,,,,,
root vegetables,other vegetables,cream cheese ,chocolate,,,,,,,,,,
frozen meals,,,,,,,,,,,,,
other vegetables,bottled water,canned beer,chewing gum,newspapers,,,,,,,,,
chicken,hamburger meat,herbs,dessert,beverages,oil,soda,dish cleaner,,,,,,
bottled water,canned beer,,,,,,,,,,,,
whole milk,yogurt,,,,,,,,,,,,
whole milk,rolls/buns,bottled water,,,,,,,,,,,
frankfurter,pork,brown bread,potato products,,,,,,,,,,
beef,hamburger meat,pip fruit,berries,other vegetables,rolls/buns,semi-finished bread,baking powder,white wine,napkins,cling film/bags,,,
sausage,berries,rolls/buns,chewing gum,shopping bags,,,,,,,,,
sausage,ham,tropical fruit,whole milk,butter,processed cheese,rolls/buns,potato products,rice,margarine,cereals,cat food,fruit/vegetable juice,bottled beer
candy,,,,,,,,,,,,,
sausage,other vegetables,dessert,yogurt,UHT-milk,cream cheese ,frozen vegetables,rolls/buns,brown bread,pastry,specialty bar,,,
citrus fruit,dessert,yogurt,UHT-milk,frozen vegetables,frozen fish,zwieback,spices,waffles,,,,,
sausage,ham,sliced cheese,frozen fish,rolls/buns,margarine,mustard,,,,,,,
other vegetables,whole milk,yogurt,ice cream,brown bread,pastry,soda,newspapers,,,,,,
sausage,whole milk,rolls/buns,,,,,,,,,,,
other vegetables,whole milk,rolls/buns,skin care,dishes,flower (seeds),,,,,,,,
canned beer,,,,,,,,,,,,,
detergent,photo/film,,,,,,,,,,,,
citrus fruit,tropical fruit,pip fruit,root vegetables,packaged fruit/vegetables,dessert,yogurt,UHT-milk,hard cheese,mayonnaise,domestic eggs,spices,canned vegetables,fruit/vegetable juice
beef,root vegetables,herbs,other vegetables,whole milk,butter,rolls/buns,brown bread,bottled beer,long life bakery product,pot plants,,,
other vegetables,packaged fruit/vegetables,brown bread,pastry,light bulbs,newspapers,,,,,,,,
bottled beer,,,,,,,,,,,,,
other vegetables,whole milk,,,,,,,,,,,,
fruit/vegetable juice,waffles,,,,,,,,,,,,
misc. beverages,,,,,,,,,,,,,
tropical fruit,berries,whole milk,butter,butter milk,brown bread,,,,,,,,
pip fruit,pastry,margarine,,,,,,,,,,,
sausage,chicken,other vegetables,whole milk,whipped/sour cream,domestic eggs,rolls/buns,house keeping products,,,,,,
root vegetables,whole milk,hard cheese,sauces,bottled water,fruit/vegetable juice,,,,,,,,
zwieback,cat food,dish cleaner,,,,,,,,,,,
chicken,beef,tropical fruit,other vegetables,soft cheese,pickled vegetables,bottled water,detergent,newspapers,,,,,
tropical fruit,yogurt,UHT-milk,bottled water,soda,,,,,,,,,
tropical fruit,butter milk,beverages,bottled water,fruit/vegetable juice,salty snack,chewing gum,napkins,newspapers,shopping bags,,,,
root vegetables,rolls/buns,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
beef,pip fruit,root vegetables,whole milk,soft cheese,bottled beer,detergent,,,,,,,
hamburger meat,root vegetables,whole milk,yogurt,brown bread,pastry,bottled beer,specialty chocolate,flower (seeds),,,,,
other vegetables,ice cream,brown bread,soda,house keeping products,newspapers,,,,,,,,
liquor (appetizer),,,,,,,,,,,,,
pip fruit,root vegetables,frozen vegetables,rolls/buns,semi-finished bread,soda,white wine,newspapers,,,,,,
newspapers,,,,,,,,,,,,,
turkey,tropical fruit,root vegetables,other vegetables,butter,whipped/sour cream,hard cheese,ketchup,fruit/vegetable juice,candy,napkins,,,
rolls/buns,margarine,bottled water,bottled beer,,,,,,,,,,
sausage,soda,,,,,,,,,,,,
beef,margarine,bottled beer,flower (seeds),,,,,,,,,,
whole milk,yogurt,brown bread,chocolate,newspapers,,,,,,,,,
whole milk,rolls/buns,baking powder,chocolate,,,,,,,,,,
pip fruit,whole milk,frozen vegetables,bottled water,,,,,,,,,,
meat,whole milk,rolls/buns,,,,,,,,,,,
hamburger meat,whole milk,tidbits,frozen fish,ice cream,sauces,salty snack,kitchen towels,,,,,,
photo/film,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,
root vegetables,white bread,brown bread,,,,,,,,,,,
other vegetables,white bread,pickled vegetables,soda,shopping bags,,,,,,,,,
citrus fruit,pip fruit,other vegetables,whole milk,frozen vegetables,bottled water,,,,,,,,
beef,,,,,,,,,,,,,
frankfurter,whole milk,yogurt,frozen vegetables,coffee,bottled water,bottled beer,,,,,,,
ham,beef,tropical fruit,cat food,,,,,,,,,,
soda,bottled beer,specialty bar,,,,,,,,,,,
bottled beer,newspapers,,,,,,,,,,,,
soda,bottled beer,,,,,,,,,,,,
turkey,pork,beef,herbs,other vegetables,soft cheese,frozen vegetables,rolls/buns,rice,,,,,
pork,,,,,,,,,,,,,
citrus fruit,tropical fruit,pip fruit,other vegetables,curd,butter milk,UHT-milk,frozen meals,brown bread,semi-finished bread,spices,fruit/vegetable juice,hygiene articles,
grapes,other vegetables,whole milk,sugar,,,,,,,,,,
other vegetables,whole milk,butter,domestic eggs,waffles,candy,seasonal products,detergent,,,,,,
root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,flour,long life bakery product,shopping bags,,,,,,
tropical fruit,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,,,,
yogurt,beverages,domestic eggs,rolls/buns,pastry,soda,long life bakery product,chocolate,chocolate marshmallow,napkins,,,,
chicken,beef,other vegetables,,,,,,,,,,,
tropical fruit,whipped/sour cream,bottled water,soda,bottled beer,pot plants,,,,,,,,
tropical fruit,whole milk,sauces,sweet spreads,chocolate,newspapers,,,,,,,,
other vegetables,hard cheese,newspapers,,,,,,,,,,,
margarine,misc. beverages,bottled beer,,,,,,,,,,,
pork,whole milk,butter,domestic eggs,margarine,ready soups,newspapers,,,,,,,
frankfurter,hamburger meat,UHT-milk,mayonnaise,rolls/buns,pastry,mustard,ketchup,Instant food products,soda,dish cleaner,dental care,shopping bags,
ham,chicken,root vegetables,onions,other vegetables,yogurt,whipped/sour cream,sliced cheese,frozen vegetables,frozen meals,ice cream,newspapers,,
cream cheese ,coffee,chocolate,candy,make up remover,shopping bags,,,,,,,,
bottled water,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
frozen potato products,rolls/buns,brown bread,,,,,,,,,,,
pip fruit,,,,,,,,,,,,,
citrus fruit,root vegetables,other vegetables,coffee,liquor,chocolate,candy,seasonal products,flower (seeds),shopping bags,,,,
frankfurter,chicken,pork,tropical fruit,pip fruit,yogurt,whipped/sour cream,frozen vegetables,semi-finished bread,zwieback,flour,vinegar,margarine,pickled vegetables
other vegetables,whole milk,margarine,,,,,,,,,,,
chicken,tropical fruit,root vegetables,other vegetables,whole milk,dessert,yogurt,pastry,newspapers,,,,,
pip fruit,other vegetables,fruit/vegetable juice,,,,,,,,,,,
frankfurter,citrus fruit,other vegetables,butter milk,yogurt,whipped/sour cream,rolls/buns,brown bread,pickled vegetables,canned fish,tea,,,
frozen meals,ice cream,frozen potato products,,,,,,,,,,,
root vegetables,onions,whole milk,curd,yogurt,whipped/sour cream,soft cheese,cream cheese ,curd cheese,frozen fish,rolls/buns,waffles,,
beef,,,,,,,,,,,,,
sausage,fish,curd,processed cheese,pastry,,,,,,,,,
whole milk,frozen fish,rolls/buns,pickled vegetables,,,,,,,,,,
beef,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,cream cheese ,cat food,napkins,,,,,
pork,domestic eggs,soda,,,,,,,,,,,
artif. sweetener,,,,,,,,,,,,,
frankfurter,ham,tropical fruit,yogurt,curd cheese,frozen fish,zwieback,margarine,fruit/vegetable juice,,,,,
rolls/buns,canned fish,canned beer,,,,,,,,,,,
canned beer,newspapers,,,,,,,,,,,,
mayonnaise,rolls/buns,soda,specialty chocolate,,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,,,,
sausage,sliced cheese,canned beer,,,,,,,,,,,
hard cheese,candles,,,,,,,,,,,,
frankfurter,whole milk,white bread,margarine,bottled beer,detergent,pot plants,,,,,,,
frankfurter,meat,whole milk,whipped/sour cream,UHT-milk,hard cheese,coffee,waffles,napkins,,,,,
bottled water,newspapers,,,,,,,,,,,,
sausage,pip fruit,whole milk,white bread,salt,pasta,oil,sugar,bottled water,soda,bottled beer,,,
whole milk,,,,,,,,,,,,,
citrus fruit,domestic eggs,jam,,,,,,,,,,,
pork,,,,,,,,,,,,,
condensed milk,margarine,fruit/vegetable juice,canned beer,,,,,,,,,,
sausage,finished products,pork,tropical fruit,other vegetables,whole milk,yogurt,whipped/sour cream,cream cheese ,white bread,baking powder,long life bakery product,house keeping products,pot plants
brown bread,canned beer,,,,,,,,,,,,
whole milk,butter,coffee,bottled water,seasonal products,candles,,,,,,,,
frankfurter,sausage,rolls/buns,brown bread,soda,shopping bags,,,,,,,,
domestic eggs,specialty chocolate,,,,,,,,,,,,
sausage,root vegetables,beverages,rolls/buns,soda,,,,,,,,,
other vegetables,whole milk,yogurt,rolls/buns,female sanitary products,hygiene articles,,,,,,,,
pork,semi-finished bread,soda,,,,,,,,,,,
other vegetables,whole milk,curd,whipped/sour cream,frozen vegetables,roll products ,semi-finished bread,salty snack,seasonal products,,,,,
frankfurter,citrus fruit,rolls/buns,soda,,,,,,,,,,
beef,root vegetables,frozen vegetables,brown bread,misc. beverages,,,,,,,,,
pork,salad dressing,oil,sauces,coffee,soda,canned beer,liquor (appetizer),candy,newspapers,,,,
white bread,misc. beverages,long life bakery product,,,,,,,,,,,
dessert,,,,,,,,,,,,,
pip fruit,root vegetables,UHT-milk,condensed milk,frozen fish,candy,,,,,,,,
sausage,tropical fruit,whole milk,whipped/sour cream,specialty cheese,soda,skin care,,,,,,,
frankfurter,rolls/buns,bottled water,,,,,,,,,,,
chicken,grapes,root vegetables,whole milk,domestic eggs,detergent,newspapers,,,,,,,
chicken,pip fruit,other vegetables,butter,soft cheese,frozen vegetables,long life bakery product,candles,,,,,,
other vegetables,,,,,,,,,,,,,
house keeping products,,,,,,,,,,,,,
pork,whole milk,bottled water,soda,napkins,,,,,,,,,
bathroom cleaner,,,,,,,,,,,,,
beverages,newspapers,,,,,,,,,,,,
butter,brown bread,seasonal products,,,,,,,,,,,
sausage,tropical fruit,pip fruit,whole milk,soft cheese,processed cheese,white bread,pastry,semi-finished bread,oil,mustard,ketchup,soda,misc. beverages
canned beer,shopping bags,,,,,,,,,,,,
salt,cling film/bags,,,,,,,,,,,,
beef,root vegetables,whole milk,margarine,,,,,,,,,,
shopping bags,,,,,,,,,,,,,
curd,semi-finished bread,baking powder,,,,,,,,,,,
fruit/vegetable juice,chewing gum,,,,,,,,,,,,
sausage,whipped/sour cream,bottled water,pot plants,,,,,,,,,,
sausage,yogurt,,,,,,,,,,,,
sausage,pip fruit,root vegetables,onions,whole milk,butter,dessert,soft cheese,cream cheese ,specialty cheese,domestic eggs,salt,pasta,vinegar
grapes,whole milk,butter,rolls/buns,coffee,bottled water,soda,misc. beverages,pot plants,,,,,
frankfurter,whole milk,cream cheese ,specialty chocolate,,,,,,,,,,
berries,other vegetables,yogurt,whipped/sour cream,bottled water,waffles,seasonal products,,,,,,,
citrus fruit,root vegetables,other vegetables,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
tropical fruit,curd,,,,,,,,,,,,
whole milk,brown bread,dog food,chocolate,hygiene articles,pot plants,,,,,,,,
whole milk,rolls/buns,soda,canned beer,liquor,shopping bags,,,,,,,,
other vegetables,bottled beer,house keeping products,,,,,,,,,,,
citrus fruit,root vegetables,other vegetables,whole milk,,,,,,,,,,
pork,beef,root vegetables,other vegetables,whole milk,UHT-milk,frozen vegetables,rice,baking powder,dog food,soda,,,
beef,other vegetables,whipped/sour cream,newspapers,,,,,,,,,,
meat,pip fruit,other vegetables,brown bread,roll products ,soda,,,,,,,,
canned beer,,,,,,,,,,,,,
whole milk,butter,rolls/buns,,,,,,,,,,,
curd cheese,bottled water,white wine,,,,,,,,,,,
citrus fruit,tropical fruit,onions,UHT-milk,specialty fat,instant coffee,bottled water,soda,fruit/vegetable juice,bottled beer,salty snack,newspapers,,
cooking chocolate,,,,,,,,,,,,,
whole milk,bottled water,,,,,,,,,,,,
sugar,,,,,,,,,,,,,
chicken,frozen vegetables,frozen meals,frozen dessert,,,,,,,,,,
citrus fruit,tropical fruit,other vegetables,whole milk,curd,rolls/buns,,,,,,,,
sausage,chicken,herbs,other vegetables,whole milk,whipped/sour cream,sliced cheese,domestic eggs,rolls/buns,brown bread,margarine,soda,waffles,chocolate marshmallow
whole milk,rolls/buns,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,
pork,root vegetables,whole milk,domestic eggs,pasta,ketchup,hygiene articles,newspapers,,,,,,
root vegetables,onions,whole milk,whipped/sour cream,pickled vegetables,,,,,,,,,
citrus fruit,root vegetables,other vegetables,whole milk,margarine,specialty fat,hygiene articles,,,,,,,
citrus fruit,tropical fruit,whole milk,yogurt,whipped/sour cream,preservation products,,,,,,,,
whole milk,butter milk,,,,,,,,,,,,
pork,beef,other vegetables,whipped/sour cream,waffles,chewing gum,,,,,,,,
citrus fruit,other vegetables,bottled water,fruit/vegetable juice,shopping bags,,,,,,,,,
frankfurter,pip fruit,root vegetables,other vegetables,curd,butter milk,spread cheese,soups,house keeping products,,,,,
citrus fruit,other vegetables,yogurt,,,,,,,,,,,
sausage,meat,pork,beef,root vegetables,other vegetables,UHT-milk,flour,detergent,shopping bags,,,,
chicken,curd,butter milk,UHT-milk,rolls/buns,fruit/vegetable juice,newspapers,,,,,,,
other vegetables,whole milk,yogurt,rolls/buns,,,,,,,,,,
onions,other vegetables,rolls/buns,coffee,specialty chocolate,,,,,,,,,
hamburger meat,dessert,soda,fruit/vegetable juice,,,,,,,,,,
frankfurter,curd,rolls/buns,brown bread,mustard,candy,,,,,,,,
canned beer,,,,,,,,,,,,,
bottled water,canned beer,white wine,,,,,,,,,,,
soda,,,,,,,,,,,,,
turkey,other vegetables,butter,rolls/buns,pastry,oil,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,,,,
frozen vegetables,rolls/buns,,,,,,,,,,,,
other vegetables,curd,margarine,,,,,,,,,,,
pork,hamburger meat,tropical fruit,pip fruit,other vegetables,whipped/sour cream,beverages,white bread,,,,,,
soda,,,,,,,,,,,,,
turkey,root vegetables,other vegetables,whole milk,butter milk,UHT-milk,brown bread,bottled water,,,,,,
sausage,rolls/buns,pastry,bottled water,,,,,,,,,,
whole milk,whipped/sour cream,domestic eggs,white bread,photo/film,,,,,,,,,
newspapers,,,,,,,,,,,,,
coffee,,,,,,,,,,,,,
hamburger meat,root vegetables,other vegetables,whole milk,sliced cheese,,,,,,,,,
turkey,pip fruit,other vegetables,whole milk,frozen vegetables,,,,,,,,,
sausage,tropical fruit,other vegetables,beverages,processed cheese,rolls/buns,soda,chewing gum,,,,,,
whole milk,butter milk,salt,sugar,soda,long life bakery product,waffles,,,,,,,
sausage,pork,hamburger meat,citrus fruit,other vegetables,whole milk,soft cheese,domestic eggs,rolls/buns,sugar,cat food,chocolate,,
other vegetables,whole milk,bottled water,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,
pork,whole milk,curd cheese,frozen vegetables,cat food,,,,,,,,,
pork,soda,,,,,,,,,,,,
beef,hamburger meat,other vegetables,sliced cheese,,,,,,,,,,
sausage,chicken,tropical fruit,berries,root vegetables,onions,whole milk,butter,yogurt,hard cheese,domestic eggs,vinegar,spices,long life bakery product
whole milk,bottled beer,,,,,,,,,,,,
soda,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
beef,berries,root vegetables,onions,flour,mustard,soda,bottled beer,salty snack,popcorn,,,,
frankfurter,finished products,chicken,other vegetables,whole milk,curd,flour,pasta,salty snack,,,,,
other vegetables,,,,,,,,,,,,,
other vegetables,whole milk,curd,yogurt,cream cheese ,pastry,salty snack,,,,,,,
root vegetables,whole milk,domestic eggs,female sanitary products,newspapers,,,,,,,,,
